Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Malawi,MWI,Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,59.10530801,74.1831927,68.75515421,63.93023111,64.5333465,49.4554618,50.66169258,55.48661568,58.50219262,63.32711572,75.99253887,82.62680813,69.3582696,58.50219262,55.48661568,67.54892344,71.16761576,74.1831927,60.31153878,62.72400033,60.31153878,59.45345333,54.78428114,55.10226709,57.21474677,60.37193325,66.09023658,73.18721597,81.51628755,91.84009343,96.04820674,110.1098543,103.2564431,100.0758129,102.931281,100,101.0464954,101.1670282,101.8135876,96.72496005,95.31778353,103.8352079,
Malawi,MWI,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,,,,4.806786051,5.064548163,5.790441176,5.586206897,5.479452055,5.701078582,5.529646902,5.044955045,5.643524158,5.22848909,4.287515763,4.419889503,4.120965215,5.897610922,7.685379766,7.01122123,4.366812227,20.23973078,25.97850421,27.07085823,32.11130862,24.31536694,25.64342797,29.86113449,23.60386373,35.15601815,42.18557604,44.58867755,38.41304616,38.53927698,40.55227634,37.35529951,31.89093279,29.96589242,27.2023048,32.0084261,27.8810599,30.15903096,32.33412765,31.95081772,33.60840099,33.75712563,36.44495879,22.09701344,23.7856357,
Malawi,MWI,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,19.00889163,15.55405609,13.1719962,13.4794747,11.71375743,12.73262367,11.18674422,12.79445711,18.16846771,21.95550647,24.91697347,30.43898597,31.84487414,23.64562066,21.28140067,20.53612757,26.97236649,33.79854942,22.29035643,29.13427589,23.02858522,24.35527731,30.06799578,33.99620351,40.34055859,50.40599339,52.20144887,59.60532338,95.33114092,87.45716195,94.0052275,105.0216861,102.0868103,123.0579586,120.1954739,100,95.59617735,110.1845636,117.0804066,127.2245445,117.9279795,140.9156462,
Malawi,MWI,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,,,,,49.02912621,43.9800995,39.55613577,32.78271919,33.00142248,35.62423749,37.79098774,30.77804883,34.95338058,40.65171836,42.40700032,39.69609459,39.35907531,42.51577576,42.1226326,46.16226642,43.72114223,42.34048547,46.34428123,49.44857943,51.79512577,47.32758192,37.55271185,42.64463087,43.69999986,51.54946934,42.08270161,43.46728579,45.56309443,52.12580591,52.83735989,45.08034075,65.71497901,67.35780006,68.36280802,68.03467866,53.2194088,57.39736618,57.86209454,58.45227112,58.67560964,62.96868707,61.51361751,55.61372751,60.33403416,58.715127,44.58287541,40.89819291,41.30261869,43.69315778,40.83250607,32.34632519,33.02252773,28.29564156,28.77503627,26.55016401,30.36352631,,
Malawi,MWI,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,,,,,,,,,,,,0.004585389,0.000771206,,,,,,,,,,,,,,,,,,,,,,,0.035769167,0.083918998,0.039411498,,0.026214777,0.302005415,0.089955567,0.174346083,0.258961921,0.681817987,0.813552796,0.371984543,0.369063962,0.526142043,0.325309897,1.148724778,0.656474352,1.006020954,1.591663879,1.47425558,1.693131434,1.482661813,0.93587943,1.578591281,1.03803864,1.233952751,,
Malawi,MWI,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,40000000,40000000,40000000,40000000,57000000,76000000,70000000,70000000,74000000,86000000,109000000,108000000,129000000,140000000,188000000,253000000,206000000,235000000,338000000,399000000,439000000,359000000,304000000,311000000,271000000,285000000,260000000,295000000,406000000,503000000,575000000,703000000,735000000,546000000,497000000,475000000,624000000,781000000,515000000,673000000,532000000,550000000,702000000,793000000,929000000,1181000000,1288000000,1382000000,2033000000,2102000000,2165000000,2427000000,2728000000,2836000000,2753000000,2270000000,2254000000,2551000000,2686000000,2892000000,2678000000,3073000000,1520000000
Malawi,MWI,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,,8.388312912,6.156901688,6.011029412,7.393103448,7.130898021,7.457627119,7.255163225,7.627372627,8.221680877,7.871552079,8.297604035,8.526045777,8.766844249,8.651194539,8.106674672,8.492095995,8.400873362,0.338077892,0.052242202,0.104625922,0.262894087,0.187718609,0.336685494,0.24227728,0.042318332,0.010519332,2.869152792,3.16973763,3.559445668,3.544132936,5.338867444,3.874299376,4.660791897,4.118142405,11.88316529,14.53592827,10.2793426,8.818697558,11.04191099,9.707045039,8.229836107,8.40873443,5.457641305,3.945471283,4.936408505,
Malawi,MWI,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,,,,,0.610219144,1.010287133,1.151881408,1.379688661,1.105355223,1.017353294,0.895695508,1.084557338,1.037732081,1.087700171,0.810870533,0.652432334,0.584171021,0.696373194,1.032938154,0.828743504,1.259666598,1.541241739,2.114327986,1.456680605,0.93840493,0.425578185,,,0.804749853,0.435214481,,,0.653654822,0.599895216,,,,1.289782594,1.53114249,1.710902978,1.057815737,1.341263572,1.077112558,1.021607269,0.996190723,1.054447018,0.924985504,1.0064483,1.1122364,1.229136863,1.052474465,1.505129533,1.986571639,2.244688635,2.096702816,2.28225388,2.472835208,2.320119312,2.709063722,2.840941626,2.398466783
Malawi,MWI,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,0,0,,0,,,0,,0,0,0,23.75691,0,0,0,0,0,,,0,0,,
Malawi,MWI,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.8,107.8,107.8,,108.27,108.27,,107.58,,,107.58,,106.27,106.27,106.27,106.27,106.27,106.27,101.6,101.6,101.6,,,102.53,102.53,,
Malawi,MWI,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0.0095429,,0,0.0126815,,0,,,0.0420544,,0.0425215,0.3305158,0.3336217,25.15648,0.178053,0.1542972,0.0647619,0,0,,,0.0063088,0,,
Malawi,MWI,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.13,73.13,73.13,,73.41,73.41,,73.42,,,73.42,,74.46,74.46,74.46,74.46,74.46,74.46,75.08,75.08,75.08,,,75.76,75.76,,
Malawi,MWI,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0.0108448,,0,0.0143947,,0,,,0.0468165,,0.0473737,0.3681352,0.3697279,25.31256,0.19762,0.1712475,0.072507,0,0,,,0.0070348,0,,
Malawi,MWI,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.38,46.38,46.38,,46.52,46.52,,45.62,,,45.62,,45.43,45.43,45.43,45.43,45.43,45.43,45.53,45.53,45.53,,,45.62,45.62,,
Malawi,MWI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.028007386,8.2762938,8.824921716,7.400234569,6.844575061,8.424849535,8.079307742,10.81581197,7.67407182,6.629145674,6.415484489,6.439702403,5.136690166,4.285077261,4.06703539,3.405848752,3.191934057,3.758004286,3.042950729,3.516751607,4.815612602,4.15756052,4.213561155,5.813792856,5.971244357,3.709076185,,
Malawi,MWI,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000,14000000,11000000,10000000,5000000,3000000,12000000,8000000,13000000,10000000,30000000,30000000,22000000,25000000,28000000,29000000,31000000,31000000,28000000,32000000,35000000,28000000,34000000,49000000,56000000,36000000,,
Malawi,MWI,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI,Urban population,SP.URB.TOTL,158965,166461,174381,182767,191537,200693,210293,225485,242409,260527,279960,300910,323636,348238,375002,404099,435874,471047,501649,533036,567197,603938,643224,684939,728836,774937,822621,882777,957248,1031533,1102785,1168484,1235902,1288103,1307711,1341263,1405222,1471985,1543756,1593638,1640613,1690096,1742456,1798085,1857233,1920235,1986636,2056034,2128693,2206182,2287832,2373696,2463707,2558516,2658225,2763250,2872972,2988658,3110968,3240276,3376840,3519490,3668876
Malawi,MWI,Rural population,SP.RUR.TOTL,3462116,3541732,3624774,3710861,3798824,3888404,3980471,4070277,4161021,4252334,4345181,4441570,4542342,4648001,4759197,4876866,5002352,5140665,5307161,5496104,5700172,5915953,6141123,6373378,6610166,6850141,7087198,7413216,7797533,8143362,8436880,8663100,8879518,8969130,8824088,8771553,8905306,9040693,9188700,9380318,9588774,9808722,10042042,10289880,10554109,10835413,11131671,11439429,11760730,12092750,12430590,12772398,13117544,13466259,13819741,14175692,14532652,14892509,15256915,15627061,16000221,16370252,16736441
Malawi,MWI,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,66,,,,,,
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,1744786,1786842,1830584,1876131,1922991,1970993,2020506,2071722,2124497,2178279,2233465,2291206,2352075,2416456,2484910,2557641,2635088,2720160,2816680,2924593,3041298,3164970,3294468,3428651,3566260,3706698,3846497,4036938,4262030,4466243,4643501,4785228,4923007,4991571,4929944,4922616,5023324,5126131,5236453,5349843,5464600,5587759,5719293,5859615,6009766,6170251,6340083,6518572,6710463,6914014,7122580,7334829,7550255,7769339,7992387,8219165,8449079,8683181,8922676,9168342,9418758,9670800,9924861
Malawi,MWI,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26484,,,60.00848,,,,,,,,,,,,
Malawi,MWI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.452441399,5.403146109,5.353101076,5.314472519,5.292318852,5.288310775,5.304982239,5.334212534,5.36242459,5.372208788,5.360245782,5.324404786,5.269515526,5.211066457,5.166876021,5.151472781,5.161510498,5.18928825,5.330543635,5.591557675,5.865588639,6.139982429,6.415168243,6.67517676,6.898641674,7.079351333,7.196801321,7.593584195,7.782076839,7.514304645,7.289296701,7.089642584,6.906804279,6.732931735,6.558734366,6.523102186,6.610415734,6.659352192,6.637104005,6.829179087,7.202348031,7.477705044,7.730138974,7.976329604,8.204284223,8.396088816,8.534708229,8.57810524,8.378118726,8.028802472,7.723527986,7.452767363,7.203914229,6.949196153,6.692467469,6.426391022,6.151272939,5.894161545,5.654994326,5.43316484,5.214711998,4.983321454,4.760449597
Malawi,MWI,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.275649618,0.277330899,0.279517619,0.281859155,0.28398393,0.285821727,0.287523485,0.289090894,0.290640337,0.292364909,0.294416908,0.296682581,0.299235949,0.301440024,0.303005825,0.304811382,0.307423214,0.311113201,0.344269859,0.406420003,0.465209848,0.516867687,0.562583894,0.601460383,0.631715774,0.654594584,0.664862314,0.777531636,0.828189585,0.733734489,0.662896504,0.61078733,0.574347666,0.550680997,0.536914132,0.564091997,0.624800934,0.678579431,0.714046255,0.79882826,0.9205197,1.008203352,1.081702927,1.148835566,1.209639626,1.259726443,1.29547956,1.308125546,1.262139729,1.180439647,1.110785421,1.051289388,1.00051102,0.957381236,0.921074395,0.890928798,0.866377653,0.846565713,0.830357662,0.816605226,0.801622485,0.778852644,0.751737365
Malawi,MWI,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.923442209,0.920341989,0.919449143,0.918440027,0.914954528,0.909256795,0.901621121,0.891215585,0.880016903,0.873325316,0.871292585,0.874137642,0.883307925,0.892400467,0.891408978,0.880964013,0.862140622,0.835347246,0.812932729,0.806832688,0.817371967,0.841241991,0.875531662,0.916007274,0.957261577,0.994939362,1.030412919,1.072115763,1.104434554,1.116476766,1.117813864,1.107115819,1.083898862,1.053276872,1.021644967,1.000867115,0.990968005,0.98144507,0.967457711,0.977940964,1.008372035,1.028986428,1.0477387,1.068404955,1.091246905,1.1137216,1.133630368,1.146355795,1.135589357,1.107473367,1.080196315,1.054233853,1.030015455,1.008559632,0.991181569,0.977937909,0.967214532,0.956008144,0.934870988,0.907702293,0.867567453,0.811713189,0.757996635
Malawi,MWI,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,48688,49508,50285,51079,51989,53027,54213,55589,57030,58316,59412,60344,61150,61995,63097,64574,66354,68475,72562,78892,85848,93228,101072,109100,116949,124406,130805,145919,158224,158473,158487,157757,157228,154708,148323,147895,154512,160149,163734,171137,182222,191345,200171,209227,218343,227010,234797,240576,240105,235601,232463,230374,228941,227386,225594,223521,221268,219452,218121,217324,216188,213735,211014
Malawi,MWI,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.398420824,1.388111803,1.374424074,1.35975419,1.350072471,1.345921009,1.348457499,1.359642201,1.370377854,1.367610697,1.350977024,1.319498073,1.27407487,1.228533325,1.200491906,1.197268705,1.216243647,1.252804722,1.304338599,1.363081313,1.417854722,1.470705491,1.523304744,1.569359491,1.600136346,1.614353587,1.610024801,1.597185291,1.571542517,1.533836174,1.499153215,1.466454355,1.435845091,1.404932561,1.370308982,1.344312487,1.329956249,1.314515589,1.295623501,1.305743795,1.341185719,1.370058955,1.398394613,1.426244511,1.450096039,1.468081352,1.479731378,1.481225557,1.459083311,1.423753114,1.394611775,1.369266054,1.343482178,1.304825008,1.258623527,1.197823132,1.121838897,1.05220311,0.997580042,0.953449301,0.9255693,0.916454952,0.914325718
Malawi,MWI,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.376358728,2.327372771,2.251659834,2.172890468,2.123276887,2.11535933,2.144561187,2.204815469,2.283282948,2.365947659,2.441718184,2.514652591,2.587550631,2.648788164,2.683436952,2.692353663,2.675125993,2.629885266,2.570192901,2.514360388,2.468172585,2.432114263,2.407776544,2.390977901,2.374811841,2.356050505,2.337151432,2.30605146,2.272371396,2.253001735,2.243378694,2.241984339,2.247433154,2.255575842,2.260741166,2.260789783,2.253714818,2.236813305,2.212626359,2.210037584,2.22685591,2.235402976,2.232678038,2.19904148,2.144784347,2.05978439,1.943311548,1.829661533,1.725814166,1.629259797,1.564474456,1.538444797,1.527805518,1.532232729,1.552746044,1.586439744,1.628407027,1.67585047,1.72434548,1.768513129,1.804222978,1.829763786,1.845368267
Malawi,MWI,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.631118774,3.746009969,3.860568839,3.957998451,4.017277019,4.039037752,4.021112702,3.961257908,3.882013231,3.815607287,3.772709227,3.751214165,3.750801791,3.761633486,3.770181358,3.771696605,3.769666791,3.763982111,3.747180729,3.720929334,3.693548592,3.66843268,3.648893894,3.632979403,3.615700097,3.596282596,3.57810634,3.524901651,3.486527132,3.497370744,3.511871743,3.5234438,3.522071869,3.478574964,3.40515962,3.268670116,3.072342206,2.887981856,2.748834266,2.632619813,2.553763044,2.529724155,2.517672527,2.515096294,2.524440856,2.544971466,2.571566134,2.603351364,2.644756528,2.686813855,2.716960326,2.735267591,2.741776985,2.737668687,2.726867387,2.713813823,2.703090461,2.702118556,2.718002898,2.759744695,2.835508076,2.948671203,3.099192588
Malawi,MWI,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.364001929,5.342542825,5.35040664,5.374084819,5.395501193,5.408045452,5.415601605,5.417795805,5.416064137,5.416343179,5.42050733,5.430260114,5.447824647,5.467377398,5.480017469,5.485668522,5.487954754,5.490494378,5.478522905,5.453017783,5.430212168,5.4032875,5.360442961,5.258845478,5.125318701,4.936415679,4.693991186,4.436864516,4.257658141,4.167265299,4.136952929,4.182870192,4.253080817,4.345711897,4.467511211,4.583051191,4.676422548,4.773642558,4.87394247,4.904124873,4.859693862,4.799596418,4.710516792,4.58810921,4.441125123,4.286027967,4.136732877,4.014810894,3.965588607,3.98987504,4.063282521,4.191113731,4.373106399,4.601010498,4.863922376,5.149621667,5.435327207,5.695485637,5.910145749,6.065097466,6.154964046,6.182983522,6.154470099
Malawi,MWI,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.595447411,7.622214785,7.657512814,7.694187402,7.72120914,7.739163832,7.75138434,7.757928024,7.765320928,7.786038831,7.824239608,7.868544222,7.897382655,7.841006813,7.734622384,7.538619631,7.247303826,6.994703882,6.801326614,6.622367128,6.531784328,6.553121005,6.599253642,6.670532037,6.773695835,6.901437189,7.042586455,7.130454995,7.256967139,7.458143802,7.622661332,7.746283432,7.822375437,7.848785205,7.827917574,7.762765189,7.673895314,7.583197548,7.504108668,7.387538923,7.274527229,7.248852765,7.294469025,7.395851229,7.542142747,7.726958948,7.929223638,8.128161374,8.325809611,8.480310817,8.545511383,8.527159173,8.435360944,8.317628026,8.202197622,8.0832175,7.980265157,7.911389085,7.854989308,7.805540677,7.789504507,7.802960424,7.838919787
Malawi,MWI,"Population ages 15-64, total",SP.POP.1564.TO,1961580,2015696,2070781,2122920,2172696,2219480,2263099,2308157,2354476,2401824,2451604,2505820,2564676,2627869,2695594,2767791,2845233,2932406,3028284,3129754,3237271,3349749,3467033,3589463,3717297,3849929,3984145,4171324,4398376,4609342,4793933,4943733,5091414,5169843,5116170,5122762,5244239,5366528,5491612,5610484,5724286,5843250,5963929,6090646,6226893,6372086,6528495,6698379,6886546,7090086,7304667,7530545,7769193,8025475,8301034,8595711,8909538,9243011,9596190,9970119,10363487,10769524,11181843
Malawi,MWI,"Population ages 15-64, female",SP.POP.1564.FE.IN,1023189,1051924,1081428,1109483,1136600,1161701,1184385,1207723,1231481,1255662,1281103,1308790,1338831,1370987,1405225,1441754,1481250,1525932,1575380,1628140,1684400,1743572,1805517,1870281,1937783,2007580,2077991,2175514,2294424,2405537,2502078,2579776,2655800,2695397,2666082,2665095,2721171,2778424,2839096,2900758,2962412,3026753,3092167,3160467,3233426,3311248,3395076,3485582,3584363,3689967,3800902,3917715,4041324,4174415,4318043,4471911,4635828,4809917,4994038,5188544,5392752,5602946,5815683
Malawi,MWI,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,12.20599639,11.73890143,11.30701474,11.00755044,10.78171523,10.68776856,10.75690327,10.83716532,10.92807228,11.04291667,11.17291574,11.29721169,11.41249511,11.51600512,11.59373326,11.63866504,11.65944678,11.65493479,11.64154158,11.62663989,11.59938823,11.56470027,11.53412317,11.51808617,11.52978696,11.57757946,11.66141747,11.75344061,11.84211947,11.96236332,12.12711625,12.31094401,12.47953625,12.61203245,12.69119137,12.69846178,12.63660339,12.51732325,12.40470688,12.34022257,12.29425302,12.26802065,12.27770537,12.28040332,12.25816112,12.24613911,12.24024997,12.24321748,12.27576225,12.34608157,12.43132838,12.52966069,12.65374183,12.79657351,12.95484298,13.13469445,13.31521325,13.45162335,13.51721037,13.50502294,13.42038832,13.28378222,13.11511699
Malawi,MWI,"Population ages 0-14, total",SP.POP.0014.TO,1552547,1583585,1617523,1657886,1702680,1752244,1807608,1864483,1922697,1982006,2042126,2103240,2166157,2231430,2299327,2370592,2446136,2527135,2619102,2724384,2840214,2964468,3094897,3229251,3365263,3502599,3638942,3807916,4014119,4219193,4396288,4537358,4672351,4739308,4680073,4655892,4719623,4788774,4876360,4980322,5092819,5218627,5359548,5511509,5673576,5848556,6032624,6222489,6425914,6639597,6849578,7054315,7252372,7441594,7621388,7790837,7948036,8093358,8229029,8355525,8473148,8583538,8691168
Malawi,MWI,"Population ages 0-14, female",SP.POP.0014.FE.IN,794840,810024,826577,846272,867773,892057,920029,948784,978226,1008205,1038574,1069407,1101077,1133853,1167882,1203562,1241386,1281923,1327888,1380298,1437635,1498904,1563018,1628882,1695465,1762656,1829405,1912706,2014267,2115228,2203130,2273842,2342186,2376891,2348540,2338837,2373879,2410896,2456156,2511342,2572316,2638711,2712189,2791300,2875621,2966154,3060757,3157290,3257738,3361303,3463226,3562690,3658928,3750701,3837586,3918992,3993935,4062725,4126626,4186083,4241313,4293051,4343481
Malawi,MWI,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9,,,,,,,,46.9,,,,48.9,,,,,,49.6,,,,,42.1,42.1,,,,,,
Malawi,MWI,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,25.407849,24.96656,25.272803,25.412011,25.62978,25.81106,25.927561,26.125521,26.653143,27.056346,27.665407,28.34049,29.147371,30.014291,31.077779,31.74827,32.41338,33.182533,34.103651,35.024353,35.752395,36.261527,36.326368,36.411188,35.951516,35.05495,34.071954,33.029582,31.720519,31.024889,30.25864,29.226173,28.460858,27.404235,26.887317,26.203095,25.562381,24.577849,23.393784,24.443234,25.583026,27.084967,28.490218,30.350123,32.562837,34.640879,36.409223,37.584818,38.934036,40.046007,41.23684,42.170405,43.708668,44.765651,45.276407,45.989905,46.897727,47.711839,47.953676,49.500583,48.408063,46.861151,
